Date,Rain,ONI,NIA,MWSS,Dam
12/21/2005,0,-0.8,57.85648,19.68,214.91
12/22/2005,0,-0.8,96.97685,23.52,215.07
12/23/2005,0,-0.8,37.73727,21.75,214.85
12/24/2005,0,-0.8,35.09722,36.41,214.98
12/25/2005,0,-0.8,30.57986,36.37,214.87
12/26/2005,0,-0.8,36.251156,36.30,214.79
12/27/2005,0,-0.8,43.02662,29.44,214.77
12/28/2005,20,-0.8,92.11574,36.15,215.7
12/29/2005,2,-0.8,120.18634,27.55,216.03
12/30/2005,0,-0.8,119.62616,19.25,216.42
12/31/2005,0,-0.8,122.41204,19.29,216.39
01/01/2006,0,-0.9,124.202545,19.06,216.23
01/02/2006,7,-0.9,121.00579,18.87,216.03
01/03/2006,0,-0.9,120.25694,19.10,215.87
01/04/2006,0,-0.9,119.81134,19.03,215.77
01/05/2006,0,-0.9,116.38657,19.17,215.48
01/06/2006,0,-0.9,80.99769,19.35,215.24
01/07/2006,0,-0.9,36.304398,19.28,214.98
01/08/2006,0,-0.9,33.71528,19.38,214.94
01/09/2006,0,-0.9,35.914352,19.50,214.92
01/10/2006,0,-0.9,33.881943,19.89,214.84
01/11/2006,0,-0.9,40.037037,21.41,214.82
01/12/2006,0,-0.9,34.123844,26.08,214.75
01/13/2006,0,-0.9,37.244213,25.22,214.63
01/14/2006,0,-0.9,37.337963,19.59,214.49
01/15/2006,0,-0.9,38.18287,21.80,214.29
01/16/2006,0,-0.9,36.587963,24.13,214.18
01/17/2006,0,-0.9,36.958332,19.64,214
01/18/2006,0,-0.9,37.344906,23.98,213.78
01/19/2006,0,-0.9,26.417824,19.78,213.61
01/20/2006,0,-0.9,37.278934,19.54,213.43
01/21/2006,0,-0.9,36.61227,24.56,213.2
01/22/2006,0,-0.9,37.29514,25.70,213.06
01/23/2006,0,-0.9,37.104168,19.65,212.83
01/24/2006,0,-0.9,36.069443,18.81,212.59
01/25/2006,14,-0.9,28.913195,36.79,212.99
01/26/2006,41,-0.9,75.83449,34.26,214.6
01/27/2006,37,-0.9,106.66898,19.92,215.7
01/28/2006,8,-0.9,112.47685,19.32,215.87
01/29/2006,10,-0.9,86.78588,19.67,215.84
01/30/2006,0,-0.9,71.02662,7.37,215.73
01/31/2006,0,-0.9,96.18056,6.58,215.68
02/01/2006,0,-0.8,107.97685,12.65,215.33
02/02/2006,0,-0.8,63.958332,12.71,215.07
02/03/2006,0,-0.8,35.739582,12.71,215.2
02/04/2006,0,-0.8,32.95486,12.83,215.47
02/05/2006,0,-0.8,36.21412,12.74,215.49
02/06/2006,0,-0.8,78.43866,12.76,215.48
02/07/2006,0,-0.8,98.38194,12.72,215.28
02/08/2006,0,-0.8,107.47338,12.67,215.01
02/09/2006,0,-0.8,115.86343,12.66,215.04
02/10/2006,0,-0.8,95.41435,14.85,215.1
02/11/2006,0,-0.8,104.826385,20.07,214.85
02/12/2006,0,-0.8,116.045135,20.10,214.6
02/13/2006,0,-0.8,110.68403,20.40,214.17
02/14/2006,0,-0.8,124.03472,21.53,213.81
02/15/2006,0,-0.8,116.59259,26.63,213.44
02/16/2006,0,-0.8,113.59375,26.82,213.11
02/17/2006,0,-0.8,116.36574,27.12,212.75
02/18/2006,0,-0.8,121.68866,27.37,212.33
02/19/2006,0,-0.8,119.15856,27.40,211.89
02/20/2006,0,-0.8,76.75231,27.81,211.45
02/21/2006,0,-0.8,39.17824,27.96,211.24
02/22/2006,0,-0.8,37.480324,27.52,211.08
02/23/2006,0,-0.8,37.278934,27.68,210.96
02/24/2006,0,-0.8,37.207176,27.96,210.9
02/25/2006,0,-0.8,37.46412,28.06,210.9
02/26/2006,0,-0.8,37.86111,27.82,210.85
02/27/2006,0,-0.8,39.747684,28.01,210.72
02/28/2006,0,-0.8,37.528934,18.27,210.47
03/01/2006,0,-0.6,22.14236,28.96,210.28
03/02/2006,0,-0.6,22.858797,27.35,210.12
03/03/2006,0,-0.6,21.935184,27.97,209.98
03/04/2006,0,-0.6,22.027779,27.78,209.8
03/05/2006,0,-0.6,26.09375,27.79,209.72
03/06/2006,0,-0.6,26.313658,28.30,209.71
03/07/2006,0,-0.6,19.71875,27.90,209.67
03/08/2006,0,-0.6,23.119213,28.34,209.62
03/09/2006,0,-0.6,21.171297,27.66,209.47
03/10/2006,0,-0.6,22.649305,13.90,209.32
03/11/2006,0,-0.6,22.38426,28.45,209.11
03/12/2006,1,-0.6,21.935184,28.10,208.95
03/13/2006,0,-0.6,27.520834,28.17,208.8
03/14/2006,1,-0.6,33.20949,27.98,208.6
03/15/2006,0,-0.6,33.380787,28.05,208.47
03/16/2006,0,-0.6,35.20949,28.21,208.38
03/17/2006,0,-0.6,34.883102,27.75,208.2
03/18/2006,0,-0.6,34.493057,27.90,207.96
03/19/2006,0,-0.6,34.14236,28.15,207.78
03/20/2006,0,-0.6,34.04051,28.08,207.5
03/21/2006,0,-0.6,19.627316,27.93,207.29
03/22/2006,0,-0.6,21.230324,28.09,207.12
03/23/2006,0,-0.6,21.137732,28.12,206.97
03/24/2006,0,-0.6,21.92014,25.45,206.72
03/25/2006,0,-0.6,20.065971,27.88,206.48
03/26/2006,0,-0.6,20.80324,27.88,206.21
03/27/2006,0,-0.6,22.015047,25.58,205.97
03/28/2006,0,-0.6,22.722221,27.81,205.77
03/29/2006,0,-0.6,23.047453,27.74,205.51
03/30/2006,0,-0.6,22.452547,27.52,205.31
03/31/2006,17,-0.6,20.945602,27.65,205.16
04/01/2006,15,-0.4,10.606482,27.65,205.16
04/02/2006,0,-0.4,10.717592,27.86,205.16
04/03/2006,0,-0.4,11.025463,28.11,205.16
04/04/2006,0,-0.4,10.994213,27.43,205.03
04/05/2006,0,-0.4,10.971065,27.72,204.88
04/06/2006,0,-0.4,11.244213,27.59,204.71
04/07/2006,0,-0.4,9.909722,27.38,204.55
04/08/2006,0,-0.4,11.079861,27.49,204.3
04/09/2006,0,-0.4,11.091435,27.62,204.21
04/10/2006,0,-0.4,11.403935,27.54,204.01
04/11/2006,0,-0.4,10.399305,27.68,203.85
04/12/2006,0,-0.4,11.31713,27.28,203.69
04/13/2006,0,-0.4,10.575232,27.75,203.51
04/14/2006,0,-0.4,11.497685,27.54,203.34
04/15/2006,0,-0.4,9.048611,27.56,203.02
04/16/2006,0,-0.4,6.3310184,27.72,202.87
04/17/2006,0,-0.4,9.487268,28.71,202.67
04/18/2006,0,-0.4,11.171296,27.36,202.49
04/19/2006,0,-0.4,10.953704,26.81,202.28
04/20/2006,0,-0.4,10.361111,26.51,202.11
04/21/2006,0,-0.4,11.061342,26.94,201.87
04/22/2006,0,-0.4,11.608796,27.38,201.69
04/23/2006,0,-0.4,11.166667,27.45,201.46
04/24/2006,0,-0.4,10.291667,42.34,201.28
04/25/2006,0,-0.4,11.341435,48.53,201.16
04/26/2006,0,-0.4,11.315972,58.04,200.92
04/27/2006,0,-0.4,10.982639,60.76,200.72
04/28/2006,0,-0.4,10.918982,59.45,200.55
04/29/2006,0,-0.4,12.020833,57.26,200.35
04/30/2006,0,-0.4,10.747685,46.27,199.92
05/01/2006,0,-0.1,9.885417,41.53,199.66
05/02/2006,0,-0.1,11.275463,41.61,199.43
05/03/2006,0,-0.1,11.221065,41.29,199.19
05/04/2006,0,-0.1,10.509259,40.65,198.98
05/05/2006,0,-0.1,4.857639,41.09,198.77
05/06/2006,0,-0.1,5.028935,40.68,198.55
05/07/2006,0,-0.1,5.039352,40.39,198.33
05/08/2006,0,-0.1,5.1261573,40.53,198.2
05/09/2006,0,-0.1,5.3796296,39.97,197.99
05/10/2006,0,-0.1,4.9583335,39.64,197.74
05/11/2006,0,-0.1,4.971065,41.00,197.5
05/12/2006,6,-0.1,5.494213,41.10,197.35
05/13/2006,39,-0.1,6.1006947,42.53,197.22
05/14/2006,4,-0.1,5.0520835,41.16,197.9
05/15/2006,0,-0.1,23.594908,42.39,197.97
05/16/2006,0,-0.1,52.563656,40.19,197.84
05/17/2006,0,-0.1,60.62963,40.94,197.6
05/18/2006,1,-0.1,67.01852,41.37,196.98
05/19/2006,0,-0.1,81.54398,43.25,196.76
05/20/2006,0,-0.1,85.109955,45.61,196.03
05/21/2006,3.4,-0.1,27.371529,45.96,195.54
05/22/2006,0,-0.1,53.925926,45.51,195.26
05/23/2006,5,-0.1,39.67824,45.01,194.86
05/24/2006,6,-0.1,15.929399,41.00,194.51
05/25/2006,0,-0.1,39.516205,44.04,194.3
05/26/2006,0,-0.1,60.994213,46.95,193.93
05/27/2006,0,-0.1,34.506943,46.14,193.63
05/28/2006,0.2,-0.1,40.078705,41.08,193.17
05/29/2006,0,-0.1,45.688656,45.64,192.71
05/30/2006,0,-0.1,34.349537,41.04,192.3
05/31/2006,7,-0.1,51.94097,41.02,191.95
06/01/2006,0,0,30.623842,45.94,191.62
06/02/2006,0,0,19.837963,45.62,191.22
06/03/2006,19,0,35.979168,45.61,190.85
06/04/2006,15,0,41.765045,45.23,190.52
06/05/2006,0,0,58.578705,44.99,190.28
06/06/2006,0,0,33.207176,44.92,189.69
06/07/2006,0,0,24.82986,45.06,189.41
06/08/2006,0,0,27.35301,44.62,189.08
06/09/2006,0,0,26.86111,44.36,188.64
06/10/2006,0,0,22.739584,44.76,188.35
06/11/2006,0,0,28.378471,44.56,188.02
06/12/2006,0,0,0,45.07,187.69
06/13/2006,0,0,0,40.95,187.57
06/14/2006,0,0,0.2662037,44.33,187.36
06/15/2006,13,0,0,44.36,187.2
06/16/2006,0,0,21.890047,44.11,187.08
06/17/2006,64,0,17.265047,41.09,186.8
06/18/2006,0,0,15.556713,44.16,186.51
06/19/2006,1,0,13.498842,41.08,186.25
06/20/2006,0,0,10.863426,41.07,185.96
06/21/2006,0,0,14.21875,40.79,185.8
06/22/2006,13,0,15.459491,43.17,185.68
06/23/2006,0,0,16.19676,43.17,185.48
06/24/2006,0,0,27.94213,42.92,185.16
06/25/2006,0,0,11.731482,24.78,184.7
06/26/2006,21,0,15.53588,24.63,184.69
06/27/2006,0,0,15.459491,45.12,185.07
06/28/2006,3,0,17.608797,44.72,185.07
06/29/2006,0,0,17.90162,44.16,184.94
06/30/2006,0,0,18.664352,41.09,184.83
07/01/2006,0,0.1,17.854166,41.78,184.69
07/02/2006,23,0.1,19.039352,41.85,184.57
07/03/2006,0,0.1,13.672454,44.56,184.23
07/04/2006,0,0.1,12.052083,41.52,184.12
07/05/2006,0,0.1,12.052083,41.58,183.89
07/06/2006,0,0.1,32.42824,41.50,183.68
07/07/2006,20,0.1,18.50926,41.42,183.34
07/08/2006,1,0.1,16.217592,41.60,183.05
07/09/2006,8,0.1,18.538195,41.44,182.76
07/10/2006,0,0.1,20.060184,41.41,182.48
07/11/2006,0,0.1,23.444445,41.31,182.17
07/12/2006,22,0.1,23.023148,39.60,181.9
07/13/2006,45,0.1,42.497684,19.77,181.73
07/14/2006,68,0.1,26.543982,10.71,182.11
07/15/2006,38,0.1,31.435184,26.45,182.97
07/16/2006,2,0.1,30.796297,43.17,183.23
07/17/2006,0,0.1,21.824074,41.72,182.91
07/18/2006,5,0.1,32.69213,42.28,182.78
07/19/2006,10,0.1,46.619213,42.15,182.62
07/20/2006,6,0.1,37.835648,42.37,182.22
07/21/2006,1,0.1,28.472221,41.54,181.98
07/22/2006,3,0.1,27.63889,42.57,181.88
07/23/2006,2,0.1,12.131945,36.41,181.69
07/24/2006,23,0.1,26.256945,12.49,181.89
07/25/2006,114,0.1,9.159722,4.13,183.36
07/26/2006,52,0.1,6.4247684,4.39,185.42
07/27/2006,18,0.1,12.559028,7.91,186.25
07/28/2006,1,0.1,25.061342,20.76,186.9
07/29/2006,72,0.1,26.756945,23.51,187.74
07/30/2006,2,0.1,22.939816,20.69,188.05
07/31/2006,28,0.1,22.83912,10.77,188.49
08/01/2006,33,0.3,24.475695,4.86,188.79
08/02/2006,11,0.3,24.479166,13.78,190.76
08/03/2006,6,0.3,28.30324,24.26,191.09
08/04/2006,0,0.3,13.357639,25.26,191.31
08/05/2006,39,0.3,0,26.20,191.5
08/06/2006,11,0.3,0,22.65,191.69
08/07/2006,48.51,0.3,24.596066,25.38,191.85
08/08/2006,17,0.3,25.366898,20.46,191.96
08/09/2006,2,0.3,24.802084,16.02,192.09
08/10/2006,4,0.3,24.542824,18.38,192.3
08/11/2006,2,0.3,25.726852,26.33,192.38
08/12/2006,54,0.3,23.575232,19.12,192.58
08/13/2006,9,0.3,23.265047,18.26,192.85
08/14/2006,4,0.3,23.73264,22.34,193.01
08/15/2006,43,0.3,22.59838,8.49,193.07
08/16/2006,18,0.3,24.05787,3.11,193.42
08/17/2006,0,0.3,26.189816,24.32,193.73
08/18/2006,0,0.3,25.21412,26.36,193.82
08/19/2006,0,0.3,26.068287,31.17,193.81
08/20/2006,1,0.3,30.872684,30.22,193.61
08/21/2006,19,0.3,26.488426,27.17,193.64
08/22/2006,21,0.3,25.351852,26.67,193.87
08/23/2006,35,0.3,28.501158,25.95,194.04
08/24/2006,0,0.3,28.462963,26.64,194
08/25/2006,0,0.3,27.891203,26.47,194.01
08/26/2006,13,0.3,23.100695,26.59,193.96
08/27/2006,3,0.3,24.199074,38.02,194.04
08/28/2006,0,0.3,4.7060184,37.98,194.09
08/29/2006,0,0.3,28.15162,41.24,194.09
08/30/2006,0,0.3,29.626158,42.18,194.06
08/31/2006,0,0.3,30.837963,37.53,193.88
09/01/2006,0,0.5,30.613426,40.40,193.67
09/02/2006,7,0.5,27.15162,43.16,193.47
09/03/2006,0,0.5,26.596066,38.89,193.28
09/04/2006,45,0.5,25.556713,30.90,193.04
09/05/2006,20,0.5,27.726852,41.31,192.96
09/06/2006,0,0.5,28.738426,42.37,192.78
09/07/2006,0,0.5,28.498842,41.38,192.63
09/08/2006,9,0.5,27.320602,36.52,192.49
09/09/2006,1,0.5,23.427084,34.85,192.37
09/10/2006,1,0.5,20.789352,35.67,192.32
09/11/2006,59,0.5,23.427084,26.83,192.45
09/12/2006,0,0.5,29.788195,24.04,192.53
09/13/2006,0,0.5,26.020834,34.11,192.49
09/14/2006,2,0.5,27.56713,44.96,192.39
09/15/2006,4,0.5,26.483797,42.58,192.23
09/16/2006,5,0.5,23.91088,40.77,192.08
09/17/2006,9,0.5,26.502316,42.57,191.97
09/18/2006,11,0.5,28.731482,39.06,191.89
09/19/2006,19,0.5,26.122684,30.16,191.69
09/20/2006,23.55,0.5,28.164352,33.57,191.98
09/21/2006,33,0.5,27.953703,25.99,192.12
09/22/2006,6,0.5,24.407408,35.18,191.97
09/23/2006,30,0.5,23.488426,30.65,192.01
09/24/2006,0,0.5,17.623842,36.61,191.98
09/25/2006,4,0.5,23.011574,38.60,191.91
09/26/2006,8,0.5,21.046297,37.16,191.83
09/27/2006,16,0.5,22.265047,28.65,191.77
09/28/2006,42,0.5,13.857639,3.94,192.29
09/29/2006,22,0.5,51.97338,1.97,194.08
09/30/2006,0,0.5,28.592592,26.01,194.24
10/01/2006,0,0.8,28.644676,41.17,194.46
10/02/2006,6,0.8,36.91551,40.50,194.68
10/03/2006,1,0.8,22.777779,31.74,194.92
10/04/2006,1,0.8,22.43287,29.90,194.92
10/05/2006,24,0.8,20.824074,37.65,194.96
10/06/2006,0.33333334,0.8,22.047453,43.26,195.06
10/07/2006,0,0.8,22.215279,43.43,195.05
10/08/2006,0,0.8,13.12037,44.63,194.95
10/09/2006,1,0.8,23.19676,33.64,194.9
10/10/2006,0,0.8,23.14699,44.45,194.8
10/11/2006,0,0.8,21.418982,40.06,194.67
10/12/2006,3,0.8,21.421297,38.76,194.48
10/13/2006,0,0.8,22.569445,39.66,194.27
10/14/2006,2,0.8,25.22801,39.46,194.22
10/15/2006,0,0.8,19.570602,39.50,194.02
10/16/2006,0,0.8,22.164352,43.00,193.93
10/17/2006,2,0.8,15.569445,41.30,193.82
10/18/2006,0,0.8,13.810185,41.52,193.69
10/19/2006,0,0.8,14.946759,41.32,193.59
10/20/2006,0,0.8,15.008101,37.68,193.49
10/21/2006,0,0.8,14.798611,37.11,193.29
10/22/2006,0,0.8,10.826389,41.58,192.96
10/23/2006,0,0.8,20.935184,41.68,192.8
10/24/2006,0,0.8,19.203703,41.26,192.68
10/25/2006,1,0.8,14.746528,38.69,192.57
10/26/2006,11,0.8,15.336805,40.97,192.32
10/27/2006,1,0.8,15.453704,40.73,192.68
10/28/2006,2,0.8,15.038195,40.26,193.04
10/29/2006,0,0.8,9.765046,43.18,193.03
10/30/2006,1.09,0.8,19.868055,35.63,193.17
10/31/2006,15,0.8,19.62037,34.29,194.2
11/01/2006,1,0.9,0.9050926,37.72,194.32
11/02/2006,55,0.9,12.809028,43.96,194.6
11/03/2006,0,0.9,10.49537,41.17,194.73
11/04/2006,12,0.9,6.3090277,41.34,194.78
11/05/2006,0,0.9,2.9074075,41.44,194.83
11/06/2006,0,0.9,12.77662,40.51,194.8
11/07/2006,4,0.9,2.6620371,44.02,194.78
11/08/2006,6,0.9,8.758101,41.77,194.84
11/09/2006,2,0.9,12.761574,41.13,194.91
11/10/2006,0,0.9,6.297454,30.19,194.91
11/11/2006,2,0.9,1.675926,46.61,194.99
11/12/2006,5,0.9,1.5659722,50.49,195
11/13/2006,1,0.9,1.5324074,41.69,198.5
11/14/2006,3,0.9,11.94213,36.06,199.07
11/15/2006,0,0.9,10.876158,39.07,199.27
11/16/2006,1,0.9,9.163195,44.62,199.47
11/17/2006,1,0.9,6.1203704,39.24,200.09
11/18/2006,0,0.9,4.5729165,40.61,200.46
11/19/2006,0,0.9,1.9560186,39.14,200.78
11/20/2006,0,0.9,5.3622684,39.44,201.05
11/21/2006,0,0.9,5.203704,39.23,201.28
11/22/2006,0,0.9,6.2303243,39.10,201.38
11/23/2006,0,0.9,5.883102,39.52,201.42
11/24/2006,0,0.9,22.87963,27.92,201.54
11/25/2006,0,0.9,25.780092,27.29,201.49
11/26/2006,0,0.9,27.466434,39.56,201.46
11/27/2006,0,0.9,25.114584,39.41,201.4
11/28/2006,0,0.9,24.943287,39.36,201.25
11/29/2006,0,0.9,25.3125,39.55,201.07
11/30/2006,0,0.9,16.67361,39.76,200.98
12/01/2006,51,0.9,24.835648,33.09,201.43
12/02/2006,0,0.9,24.480324,39.68,202.8
12/03/2006,0,0.9,23.452547,39.62,203.11
12/04/2006,0,0.9,24.71412,39.61,203.22
12/05/2006,1,0.9,25.362268,37.91,203.49
12/06/2006,0,0.9,25.604166,39.79,203.6
12/07/2006,0,0.9,26.62037,39.03,203.69
12/08/2006,11,0.9,23.565971,40.03,203.94
12/09/2006,0,0.9,24.197916,39.21,204.23
12/10/2006,32,0.9,25.02199,32.19,204.49
12/11/2006,84,0.9,23.549768,15.60,210.1
12/12/2006,2,0.9,25.15162,45.73,211.83
12/13/2006,0,0.9,29.707176,39.36,212.61
12/14/2006,0,0.9,23.99537,44.55,212.94
12/15/2006,0,0.9,28.914352,41.06,213.08
12/16/2006,0,0.9,28.528934,41.25,213.09
12/17/2006,0,0.9,29.706018,41.27,213.1
12/18/2006,0,0.9,31.83449,40.99,213.08
12/19/2006,0,0.9,32.547455,41.46,212.97
12/20/2006,0,0.9,30.916666,41.26,212.98
12/21/2006,0,0.9,31.422453,41.08,212.96
12/22/2006,0,0.9,31.940971,47.31,212.88
12/23/2006,0,0.9,27.449074,45.92,212.73
12/24/2006,2,0.9,26.86111,42.79,212.58
12/25/2006,0,0.9,23.445602,43.57,212.55
12/26/2006,0,0.9,27.564816,53.22,212.51
12/27/2006,0,0.9,46.24537,57.09,212.27
12/28/2006,0,0.9,50.578705,47.31,212.03
12/29/2006,0,0.9,33.614582,40.35,211.84
12/30/2006,0,0.9,32.153934,46.13,211.78
12/31/2006,0,0.9,34.599537,40.25,212.26
01/01/2007,0,0.7,19.917824,41.27,212.28
01/02/2007,0,0.7,37.83102,41.17,212.32
01/03/2007,1,0.7,32.368057,41.59,212.33
01/04/2007,0,0.7,25.193287,41.64,212.34
01/05/2007,0,0.7,34.57176,44.45,212.36
01/06/2007,0,0.7,32.82176,55.23,212.39
01/07/2007,0,0.7,26.238426,56.22,212.33
01/08/2007,0,0.7,36.68403,51.50,212.19
01/09/2007,0,0.7,29.925926,45.57,212.21
01/10/2007,0,0.7,38.15972,49.01,212.29
01/11/2007,0,0.7,50.87153,48.87,212.31
01/12/2007,0,0.7,38.626156,46.20,212.28
01/13/2007,1,0.7,39.383102,45.66,212.3
01/14/2007,2,0.7,36.645832,47.47,212.5
01/15/2007,2,0.7,36.26389,50.81,212.67
01/16/2007,1,0.7,34.61574,47.53,212.94
01/17/2007,0,0.7,30.14699,49.54,213.26
01/18/2007,0,0.7,30.27199,43.74,213.45
01/19/2007,0,0.7,28.583334,42.69,213.4
01/20/2007,0,0.7,29.95139,49.61,213.36
01/21/2007,0,0.7,30.505787,45.66,213.24
01/22/2007,0,0.7,32.688656,62.87,213.22
01/23/2007,0,0.7,28.175926,48.13,212.99
01/24/2007,0,0.7,30.07986,53.07,212.94
01/25/2007,0,0.7,32.672455,48.46,212.79
01/26/2007,0,0.7,37.758102,50.11,212.58
01/27/2007,0,0.7,34.939816,47.57,212.54
01/28/2007,0,0.7,31.631945,44.49,212.38
01/29/2007,0,0.7,34.962963,49.60,212.07
01/30/2007,0,0.7,29.37963,50.51,211.97
01/31/2007,0,0.7,35.00463,48.59,211.81
02/01/2007,0,0.2,32.40162,53.19,211.58
02/02/2007,0,0.2,30.21412,57.30,211.37
02/03/2007,0,0.2,27.583334,57.63,211.2
02/04/2007,0,0.2,25.206018,52.14,210.97
02/05/2007,0,0.2,34.29051,37.57,210.78
02/06/2007,0,0.2,36.24653,51.68,210.6
02/07/2007,0,0.2,30.075232,49.92,210.39
02/08/2007,1,0.2,33.318287,44.05,210.22
02/09/2007,0,0.2,32.900463,47.91,210.2
02/10/2007,0,0.2,34.818287,64.69,210.03
02/11/2007,0,0.2,34.577545,64.78,209.81
02/12/2007,0,0.2,25.724537,53.68,209.6
02/13/2007,0,0.2,27.17361,50.95,209.43
02/14/2007,0,0.2,31.253471,49.50,209.23
02/15/2007,0,0.2,30.679398,56.21,208.97
02/16/2007,0,0.2,34.26736,54.29,208.73
02/17/2007,0,0.2,32.306713,50.27,208.47
02/18/2007,0,0.2,31.87963,57.43,208.24
02/19/2007,0,0.2,29.137732,51.36,208.02
02/20/2007,0,0.2,29.614584,41.26,207.77
02/21/2007,0,0.2,35.591434,59.34,207.49
02/22/2007,0,0.2,51.78588,70.44,207.2
02/23/2007,0,0.2,30.262732,51.27,206.9
02/24/2007,0,0.2,32.5,51.28,206.64
02/25/2007,0,0.2,32.29977,52.37,206.36
02/26/2007,0,0.2,29.083334,50.61,206.09
02/27/2007,0,0.2,26.746529,51.74,205.84
02/28/2007,0,0.2,26.258102,51.84,205.66
03/01/2007,0,-0.1,27.241898,32.24,205.44
03/02/2007,0,-0.1,28.039352,46.22,205.22
03/03/2007,0,-0.1,27.945602,53.01,204.83
03/04/2007,0,-0.1,28.024305,52.92,204.58
03/05/2007,0,-0.1,28.685184,49.36,204.34
03/06/2007,0,-0.1,29.21875,49.03,204.09
03/07/2007,0,-0.1,28.28125,50.35,203.87
03/08/2007,0,-0.1,28.04514,59.13,203.69
03/09/2007,0,-0.1,27.768518,48.15,203.58
03/10/2007,0,-0.1,28.25926,54.58,203.33
03/11/2007,0,-0.1,30.155092,49.70,203.1
03/12/2007,0,-0.1,28.418982,45.17,202.85
03/13/2007,0,-0.1,35.0625,45.84,202.61
03/14/2007,0,-0.1,30.027779,50.94,202.37
03/15/2007,0,-0.1,9.445601,60.34,202.05
03/16/2007,0,-0.1,28.961805,56.21,201.72
03/17/2007,0,-0.1,27.325232,47.71,201.44
03/18/2007,0,-0.1,25.952547,48.63,201.2
03/19/2007,0,-0.1,29.0625,52.29,200.91
03/20/2007,0,-0.1,30.302084,53.07,200.67
03/21/2007,0,-0.1,25.63426,50.54,200.33
03/22/2007,0,-0.1,28.711805,53.66,199.85
03/23/2007,12,-0.1,26.538195,54.45,199.61
03/24/2007,0,-0.1,28.50926,51.48,199.95
03/25/2007,0,-0.1,28.39699,56.58,199.93
03/26/2007,39,-0.1,28.008102,51.45,199.73
03/27/2007,43,-0.1,28.592592,53.32,199.49
03/28/2007,0,-0.1,27.287037,53.26,199.25
03/29/2007,0,-0.1,27.54051,52.27,198.92
03/30/2007,0,-0.1,28.818287,51.30,198.63
03/31/2007,0,-0.1,28.483797,57.13,198.31
04/01/2007,0,-0.3,25.53588,51.88,198.06
04/02/2007,0,-0.3,24.74537,51.69,197.78
04/03/2007,0,-0.3,24.10301,51.72,197.5
04/04/2007,0,-0.3,22.778934,51.42,197.27
04/05/2007,0,-0.3,21.149305,59.55,196.95
04/06/2007,0,-0.3,25.846066,55.87,196.76
04/07/2007,0,-0.3,24.538195,54.54,196.62
04/08/2007,0,-0.3,25.018518,52.97,196.41
04/09/2007,0,-0.3,24.939816,52.95,196.17
04/10/2007,0,-0.3,24.976852,52.99,195.83
04/11/2007,0,-0.3,24.403934,59.31,195.59
04/12/2007,0,-0.3,26.149305,64.82,195.32
04/13/2007,0,-0.3,25.900463,56.69,195.08
04/14/2007,0,-0.3,25.65162,54.54,194.81
04/15/2007,0,-0.3,26.472221,53.03,194.49
04/16/2007,0,-0.3,23.956018,53.82,194.24
04/17/2007,0,-0.3,27.262732,60.41,193.95
04/18/2007,0,-0.3,27.23264,55.24,193.64
04/19/2007,0,-0.3,26.369213,66.33,193.34
04/20/2007,0,-0.3,23.80324,64.17,193
04/21/2007,0,-0.3,16.849537,64.65,192.54
04/22/2007,0,-0.3,16.193287,66.07,192.19
04/23/2007,0,-0.3,16.070602,58.33,191.93
04/24/2007,0,-0.3,15.936342,66.87,191.69
04/25/2007,0,-0.3,16.278934,66.83,191.43
04/26/2007,0,-0.3,10.109954,64.46,191.17
04/27/2007,0,-0.3,11.211805,64.58,190.84
04/28/2007,0,-0.3,10.686342,65.28,190.6
04/29/2007,0,-0.3,10.454861,66.89,190.32
04/30/2007,0,-0.3,11.206018,67.17,190.18
05/01/2007,0,-0.4,0.08680555,64.28,189.99
05/02/2007,0,-0.4,0,62.72,189.78
05/03/2007,0,-0.4,0,64.67,189.64
05/04/2007,0,-0.4,0,66.79,189.39
05/05/2007,0,-0.4,0,66.14,189.15
05/06/2007,0,-0.4,0,65.54,188.97
05/07/2007,0,-0.4,0,67.33,188.78
05/08/2007,0,-0.4,0,66.19,188.58
05/09/2007,12,-0.4,0,65.94,188.38
05/10/2007,0,-0.4,0,65.37,188.31
05/11/2007,3,-0.4,0,65.36,188.3
05/12/2007,0,-0.4,0,65.95,188.48
05/13/2007,0,-0.4,0,66.12,188.63
05/14/2007,0,-0.4,0,65.68,188.61
05/15/2007,0,-0.4,0,66.13,188.61
05/16/2007,0,-0.4,0,65.54,188.53
05/17/2007,0,-0.4,0,65.82,188.4
05/18/2007,0,-0.4,0,66.61,188.28
05/19/2007,0,-0.4,0,65.81,188.09
05/20/2007,0,-0.4,0,65.85,187.91
05/21/2007,0,-0.4,0,79.63,187.71
05/22/2007,4,-0.4,0,54.77,187.6
05/23/2007,0,-0.4,0,38.57,187.31
05/24/2007,14,-0.4,0,63.76,187.13
05/25/2007,9,-0.4,0,67.28,187.02
05/26/2007,5,-0.4,0,64.09,186.94
05/27/2007,10,-0.4,0,52.47,186.88
05/28/2007,1,-0.4,0,53.17,186.85
05/29/2007,22.5,-0.4,0,53.66,186.85
05/30/2007,51.75,-0.4,0,44.97,187.15
05/31/2007,7.75,-0.4,0,54.77,187.19
06/01/2007,0.25,-0.5,0,54.87,187.09
06/02/2007,25.5,-0.5,0,61.70,187.12
06/03/2007,0.5,-0.5,0,55.96,187.09
06/04/2007,2.5,-0.5,15.28588,76.20,186.95
06/05/2007,19,-0.5,14.278935,83.59,186.9
